Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
14,2019-01-19 23:58:45,4348935872343948,"fraud_Heller, Gutmann and Zieme",misc_net,237.9,Jeremy,Garcia,F,8291 Main St,Houston,AZ,18333,26.568822610765494,-112.35986485803599,930778,Nurse,1952-04-14,baceb180d3d6ff935ab268f4ffb4c84b,1547942325,26.471460617182046,-112.06520064458182,0,11426.0
15,2019-03-14 15:19:01,6583493353502386,"fraud_Kutch, Hermiston and Farrell",misc_net,350.91,Daniel,Garcia,M,7383 Main St,New York,CA,66221,45.087519010746206,-102.68845488071777,808692,Manager,1963-11-03,5bd0d045fcbf666b08edb97fabbafa2a,1552576741,45.54206021793194,-102.96317309049377,0,
16,2019-02-26 21:06:51,9391773529666086,fraud_Lind-Buckridge,food_dining,1372.5,Jeremy,Singh,M,8722 Main St,Chicago,IL,17426,28.058212492306176,-101.73473386318024,9169,Accountant,1956-03-09,df5c7d1ca581d1be0feff96a6444d49c,1551215211,28.447894461211977,-102.10582139640981,1,
17,2019-05-06 15:01:23,563067455877965,"fraud_Rippin, Kub and Mann",gas_transport,493.8,Michael,Brown,M,5851 Main St,Houston,TX,98287,29.21152081533162,-116.25698779450593,705420,Teacher,1950-05-31,ddafc46cf191fecb6fd62e3c39edd3bc,1557154883,28.96947223373039,-116.36713900755221,0,
18,2019-07-05 20:28:30,9874661400129471,"fraud_Kutch, Hermiston and Farrell",food_dining,302.55,Daniel,Garcia,F,7350 Main St,Chicago,AZ,62945,37.90215318838017,-116.74494146806609,975427,Developer,1972-10-19,e11d1e0d0d5b4926b4110d2bf8213f2d,1562358510,37.95803871570644,-117.2139338002425,0,
19,2019-01-14 15:43:08,4584688216589371,fraud_Keeling-Crist,gas_transport,240.11,David,Khan,M,7498 Main St,Los Angeles,IL,63783,37.48203913234907,-87.00073437655094,641154,Engineer,1960-03-06,abfafb9287f5eebf817826d20005a674,1547480588,37.14951338626256,-87.19521205101789,0,81767.0
20,2019-05-26 09:09:07,7461051011268724,"fraud_Heller, Gutmann and Zieme",food_dining,391.96,Tyler,Garcia,M,2619 Main St,Chicago,CA,41452,39.08833003523074,-106.6428470242541,959391,Psychologist,1997-09-20,c4e50c95581aa39027831bc594bef0dd,1558861747,39.386666080649654,-106.9598232908552,0,30585.0
21,2019-05-15 05:10:19,254872873304839,"fraud_Kutch, Hermiston and Farrell",misc_pos,429.47,Daniel,Garcia,F,5761 Main St,New York,NY,33477,38.33288859468914,-68.49801741126375,967491,Accountant,1988-05-17,19c57d1ce145d26a156afde5f84b3659,1557897019,38.58531589806186,-68.7160933691225,0,
22,2019-07-05 15:26:02,8276509227348377,fraud_Keeling-Crist,misc_pos,267.26,Jennifer,Brown,M,7820 Main St,Phoenix,NY,53611,38.500211860132296,-95.73756167163114,85081,Developer,1970-06-30,16e16b3d57643c558e5b5a7c243471a3,1562340362,38.421024313158824,-96.18031379353624,0,98846.0
23,2019-02-20 22:10:03,3228914264810914,"fraud_Kutch, Hermiston and Farrell",shopping_pos,112.63,Sarah,Sanchez,F,1431 Main St,Los Angeles,TX,84081,27.962917990618774,-108.75920833112252,668701,Driver,1992-05-17,bbb836f2a71e375b0a0a10504bdd6aea,1550700603,27.651877173498832,-108.35734952731022,0,
24,2019-04-21 20:46:48,8258051197754645,"fraud_Rippin, Kub and Mann",shopping_pos,170.17,David,Singh,F,2550 Main St,Phoenix,AZ,31515,36.471178857131086,-121.0588383377044,669004,Psychologist,1966-02-01,41a2fa86491f372afffed07fc24704d5,1555879608,36.62907144409325,-120.89940760127827,0,82071.0
25,2019-04-21 07:51:27,2910155278666721,fraud_Keeling-Crist,misc_net,19.03,David,White,M,854 Main St,Phoenix,NY,42908,30.59142374749857,-121.2144307394371,193947,Manager,1966-04-29,ffc01586cae7ed2a8e27763c92d0b94f,1555833087,30.965133640086847,-121.09000120800081,0,
26,2019-01-21 00:10:01,9585992589964677,fraud_Keeling-Crist,food_dining,183.89,Edward,Singh,M,178 Main St,Chicago,TX,65701,38.25781862322253,-102.91439053218568,597049,Accountant,1974-12-05,d516ab7e9f83b624f04905303e6efdc1,1548029401,38.16989814482978,-103.11184617696485,0,37837.0
27,2019-01-08 01:16:50,8158956138886196,fraud_Lind-Buckridge,grocery_pos,188.75,Emma,Garcia,F,4438 Main St,Phoenix,NY,36310,31.398697997956795,-117.5803337755569,333834,Psychologist,1996-01-29,5f5135430345acd511b4a489858f56f0,1546910210,31.552428776586904,-117.54243085227763,0,
28,2019-08-16 20:17:30,7965820931466854,"fraud_Heller, Gutmann and Zieme",food_dining,2679.73,Jennifer,Patel,F,281 Main St,Houston,TX,62002,33.94798031383469,-78.00331437298794,369982,Accountant,1950-02-18,8662fd0f8499cd2ab617bc9885ff85bd,1565986650,34.20884971366331,-78.26739260371417,1,97355.0
29,2019-04-28 23:40:27,1058036251255764,"fraud_Kutch, Hermiston and Farrell",grocery_pos,136.44,Tyler,Brown,F,9619 Main St,Los Angeles,IL,34735,40.240349066381995,-74.28574950802421,198142,Nurse,1991-05-02,4feb7f50ef34ab4d169f517ac505bea7,1556494827,39.75943034027085,-74.1573215379872,0,
30,2019-03-19 11:25:42,9385883986323118,"fraud_Heller, Gutmann and Zieme",misc_net,226.55,Emma,Khan,M,1905 Main St,Phoenix,CA,79831,32.616678342281986,-70.60518588457516,569795,Psychologist,1985-12-01,f192a2dcadc9b0c7c3f59c8cdae81ff8,1552994742,32.57749383721138,-71.0548238885336,0,
31,2019-04-13 16:27:25,1221749954692007,fraud_Keeling-Crist,entertainment,178.1,Edward,Patel,F,9841 Main St,New York,NY,84660,27.487179716356934,-102.82303098847937,706018,Nurse,1968-05-29,ee0ad3b9423755fdb48e6bee43080795,1555172845,27.336632850383676,-103.25827856176697,0,81093.0
32,2019-05-26 16:02:16,208476906530393,"fraud_Rippin, Kub and Mann",gas_transport,248.55,Tyler,Garcia,M,5975 Main St,Houston,CA,61964,46.50272897810294,-100.64115234234875,56238,Manager,1977-09-30,d209841115de58cd753669be28c23248,1558886536,46.07285153398684,-100.1512876325788,0,31284.0
33,2019-04-22 19:12:37,1318436743183704,fraud_Keeling-Crist,gas_transport,395.33,Emma,Sanchez,M,6789 Main St,Los Angeles,NY,95798,25.6914051960685,-118.75907200030434,515386,Developer,1978-06-08,c3e439b14199ea2716e497b96cd0f618,1555960357,26.002956590282867,-119.04684264486467,0,
34,2019-04-03 19:46:25,9131362494772559,fraud_Lind-Buckridge,misc_pos,399.25,Stephanie,Khan,M,8359 Main St,Phoenix,NY,97446,26.20804153064325,-119.32747626932994,509051,Engineer,1956-08-17,03de91b993072722df7f98d2b6e2a275,1554320785,26.05019276373347,-119.09908938786924,0,
35,2019-03-12 01:13:35,9931487190617841,"fraud_Heller, Gutmann and Zieme",grocery_pos,280.26,Daniel,Sanchez,M,4068 Main St,Houston,TX,86928,38.07792275199407,-69.57330436226533,588528,Developer,1951-02-25,969e8e228ab878a1d4e0ad5f4d9e6b86,1552353215,38.2524146463378,-70.0260332759792,0,
36,2019-03-01 19:19:51,3209814509761253,fraud_Lind-Buckridge,shopping_pos,154.95,Daniel,Brown,M,133 Main St,Los Angeles,IL,47361,33.439366126785075,-67.0927915866236,13274,Psychologist,2002-06-23,25a2ed6218cb7b6beab401c8b96dfa56,1551467991,32.997654392923344,-66.75845213903479,0,44168.0
37,2019-03-18 04:19:18,7991694195122290,"fraud_Heller, Gutmann and Zieme",food_dining,561.55,Daniel,Gill,M,2340 Main St,Chicago,NY,90678,38.49245035381452,-103.44230064853906,31594,Developer,1991-06-19,6ebbfc76a2c31877f8457739c1f81d57,1552882758,38.359650256418114,-103.49002759260327,1,93144.0
38,2019-07-01 07:35:54,2691118408158859,fraud_Keeling-Crist,food_dining,142.1,Michael,Patel,F,5796 Main St,Houston,IL,97020,32.482071123283745,-99.36437875818359,995497,Engineer,1972-07-18,f38dcafecbbaf1d2b21d27d4c2983532,1561966554,32.004835261489745,-98.90827674438295,0,
39,2019-05-05 22:15:08,5106506523320979,"fraud_Kutch, Hermiston and Farrell",misc_pos,166.25,Michael,Gill,M,3844 Main St,New York,TX,57962,37.353600306306944,-100.51332939718623,962849,Driver,1977-08-04,d767588b557f8ce8e629df7e93797447,1557094508,36.891510747440286,-100.40422568243068,0,
40,2019-02-14 12:08:58,5515512855472814,fraud_Lind-Buckridge,grocery_pos,703.72,Michael,White,F,2694 Main St,Houston,NY,55381,40.46757541817521,-103.97912078136545,710212,Driver,1960-11-22,2677091a11f12f03cdd1da1bff1813b2,1550146138,40.301495314469065,-103.85518187312293,1,22267.0
41,2019-08-05 23:45:45,8416530557604753,"fraud_Rippin, Kub and Mann",entertainment,199.82,Sarah,Banks,F,1275 Main St,Chicago,IL,61302,46.474657410947046,-100.90511111775994,846731,Nurse,1987-01-02,787c5ed966e81d714567b13a5fe1a2f6,1565048745,46.722710899037985,-101.21598066225744,0,
42,2019-04-25 05:23:08,5647071921020565,"fraud_Heller, Gutmann and Zieme",gas_transport,52.86,Jennifer,Singh,F,7547 Main St,New York,AZ,76988,40.81675882413294,-74.73062697651035,265345,Psychologist,1991-04-20,c915e03bb64b2afc280240381f7732ea,1556169788,40.343665011587426,-75.20951356049882,0,87238.0
43,2019-05-10 11:19:38,8061280718291109,"fraud_Kutch, Hermiston and Farrell",entertainment,318.91,Jennifer,White,M,8064 Main St,Houston,IL,82733,42.869819149353376,-85.23263673245228,514144,Teacher,1960-07-28,9d11981807bfea4d5bc983daff92eea8,1557487178,43.25474218659067,-85.20030536744854,0,83451.0
44,2019-07-05 16:41:28,7538989690476238,fraud_Lind-Buckridge,misc_net,204.69,Michael,Garcia,F,5807 Main St,Chicago,IL,42027,43.5028062849445,-122.52203224897792,692704,Teacher,1987-03-20,e5091397757a0e6ef579b4c9dfadedf0,1562344888,43.224432157020125,-122.77240571686025,0,88035.0
45,2019-01-04 19:06:57,2548963294839860,"fraud_Heller, Gutmann and Zieme",entertainment,423.12,Jennifer,Gill,M,4313 Main St,Los Angeles,NY,42884,34.86044495794839,-67.46226707430276,43162,Developer,1996-06-09,966dadf1aaffed49ec5d4dc9941e7de1,1546628817,34.85444340379423,-67.93800216684323,0,99273.0
46,2019-05-22 21:22:02,3009834566997798,fraud_Lind-Buckridge,entertainment,57.88,Michael,Singh,F,4815 Main St,Phoenix,IL,62319,38.138868584284026,-73.87526930945036,702876,Manager,1957-06-10,04b1bce7ab8999dbb50b7a42c543b0ab,1558560122,38.38646748364308,-73.67815232145722,0,
47,2019-01-25 15:54:46,2978913169118746,fraud_Lind-Buckridge,food_dining,1814.09,Jennifer,Patel,F,18 Main St,Houston,CA,52711,45.41778397504487,-85.64547328929785,718558,Developer,1971-09-14,f379d6d922ad22433314bc6881d21337,1548431686,45.61747439715344,-85.30815670323801,1,
48,2019-07-13 03:44:52,3248601088957131,"fraud_Rippin, Kub and Mann",entertainment,2593.65,Jeremy,Patel,M,6580 Main St,New York,AZ,25910,47.864186632323154,-103.23413154391244,43827,Nurse,1970-03-22,7546f37fa2526ef0bd59593a91af51ab,1562989492,47.91737134638207,-103.42366637277836,1,
49,2019-06-28 10:40:18,5736496551465606,"fraud_Rippin, Kub and Mann",shopping_pos,32.07,David,Sanchez,M,5067 Main St,Phoenix,CA,38831,44.364470583066975,-119.05362508637945,406496,Psychologist,1987-07-16,1cb9e42fb78cb3468c96b10df0e8007c,1561718418,44.05397615793934,-119.07477927711608,0,
50,2019-06-12 05:27:45,6811213278556878,fraud_Keeling-Crist,gas_transport,70.33,Jeremy,Banks,M,3447 Main St,Houston,TX,61189,47.399038296534165,-72.66118974367828,637905,Engineer,2004-07-04,1ebce4b1712f1a439e29660ef4726f39,1560317265,47.838290700040695,-73.09640212485088,0,36484.0
51,2019-07-13 23:48:06,3813427542843363,"fraud_Rippin, Kub and Mann",food_dining,331.67,Jeremy,Sanchez,F,3952 Main St,Phoenix,TX,23230,31.539426964060816,-74.92927746591168,326449,Driver,1963-11-30,b7081d2d9365e899ec7440b8df102a7a,1563061686,31.608280348722534,-74.97942464621339,0,
52,2019-05-28 03:27:47,9646091695302585,"fraud_Heller, Gutmann and Zieme",grocery_pos,38.0,Daniel,Garcia,M,5577 Main St,Houston,IL,99725,45.642687398089436,-86.35151396414597,770070,Engineer,1951-01-23,e8efb84ad9561e48edada17e555a4c01,1559014067,45.80683522992363,-86.06263264769554,0,
53,2019-04-21 13:30:27,3286181831094371,fraud_Keeling-Crist,shopping_pos,74.84,Stephanie,Smith,F,1544 Main St,Chicago,CA,24186,34.06711061293281,-119.9193152934548,978975,Psychologist,1989-11-09,b08eeaf0afe7e0d0daba37bca35e9af3,1555853427,33.59269388407735,-119.7236607933249,0,13847.0
54,2019-04-02 04:18:50,5419899036969552,fraud_Keeling-Crist,misc_pos,276.43,Stephanie,White,F,38 Main St,Houston,AZ,46732,30.606401257737396,-85.11667854415516,418861,Developer,2003-08-23,a4f686448fc3a95aaf4b4770b9867f38,1554178730,30.665305226916267,-84.9333939835974,0,16639.0
55,2019-03-23 11:07:07,3952933305289122,fraud_Lind-Buckridge,entertainment,483.37,Stephanie,Garcia,F,2703 Main St,Houston,IL,25579,28.15476116487678,-93.09705866230601,158247,Accountant,1969-11-04,923583b021ed624f3643f90a964d2a36,1553339227,28.153315294059418,-93.09430430831237,0,
56,2019-05-20 05:32:45,7356311765285977,"fraud_Kutch, Hermiston and Farrell",entertainment,28.43,Daniel,Sanchez,F,9013 Main St,Los Angeles,IL,51579,46.100103794446646,-88.15167745179343,793661,Manager,1998-09-21,8675f2b715d066094d21f6226f22cc7b,1558330365,46.21689727673103,-88.20816043793371,0,
57,2019-03-06 03:56:51,77509219541609,fraud_Keeling-Crist,gas_transport,79.07,Emma,White,M,8822 Main St,Chicago,NY,69194,48.77286116517147,-83.45818952125833,887229,Manager,1979-07-18,12bb7aaf523d1fb47aa791a689469d6b,1551844611,48.629903970609796,-83.33135706245508,0,16318.0
58,2019-05-27 02:22:00,3229204809807259,fraud_Lind-Buckridge,misc_net,271.97,Sarah,Singh,F,306 Main St,New York,TX,38266,42.92596680018371,-89.2291015399596,109627,Accountant,1973-09-26,2bfcf7e1728d5a4afc3f1788a76716a4,1558923720,42.68202325164891,-88.95742847285405,0,23747.0
59,2019-04-05 18:26:54,4772447931595738,fraud_Keeling-Crist,food_dining,306.57,Stephanie,Singh,F,248 Main St,Houston,AZ,72198,31.57945156514074,-121.85649926276332,412383,Manager,2003-07-14,8127cc929b0f64bf59f8256fd8c17f9b,1554488814,31.464243514476124,-121.6700332325863,0,84921.0
60,2019-06-20 20:22:08,8204149661872186,fraud_Keeling-Crist,food_dining,87.32,Edward,Brown,M,3508 Main St,Chicago,TX,97486,33.7403699585406,-100.23803468424074,927219,Psychologist,1985-03-23,537b9c27e5a258de9cd3eb4151f87194,1561062128,33.31226173774195,-100.52532579515449,0,29645.0
61,2019-02-19 10:19:50,1909821242038908,fraud_Keeling-Crist,misc_net,482.41,Tyler,Banks,M,8178 Main St,New York,AZ,96793,33.18702748032497,-102.62144563592823,417066,Developer,1957-04-01,51dad4538b5300bdd629ad41b8fdfc34,1550571590,33.57438442331626,-102.35379054595285,0,86143.0
62,2019-08-05 21:22:23,2630677238014477,fraud_Keeling-Crist,food_dining,77.84,David,White,F,128 Main St,New York,TX,95208,26.44495326417658,-72.15700005743723,266907,Psychologist,1979-04-12,870c9220591b28ff07e7f091cb4bed8f,1565040143,26.112899621506724,-72.14625447217881,0,
63,2019-03-22 10:42:53,2581473655154953,fraud_Keeling-Crist,shopping_pos,382.81,Daniel,Patel,M,974 Main St,Phoenix,TX,87040,46.334219270409285,-96.41539761187852,282824,Manager,1977-01-24,bb066a34123efcfef20837cc4a33b025,1553251373,45.86530581502925,-96.16185775979133,0,72380.0
64,2019-02-19 15:06:59,4756600239810110,fraud_Keeling-Crist,grocery_pos,46.57,Sarah,Patel,F,8165 Main St,New York,TX,19457,41.060069100024165,-84.54908905451057,98823,Driver,1953-01-07,0e71266b4cff331b9b3c1d002f633659,1550588819,41.490944471675846,-84.15406678150434,0,
65,2019-06-13 19:44:27,1675747432132808,"fraud_Rippin, Kub and Mann",shopping_pos,65.79,Sarah,Banks,M,5908 Main St,Chicago,IL,43095,43.624381240929836,-90.34499359663047,243385,Nurse,1989-05-31,21c7d24fcfc9546139dc58a165725ece,1560455067,44.11949198751839,-90.70681369793526,0,
66,2019-07-15 11:39:10,2184722421940807,fraud_Lind-Buckridge,food_dining,178.39,David,Smith,M,5445 Main St,New York,TX,59021,42.28090777246326,-123.1017575096947,957363,Teacher,1968-01-08,6266d4c521bad35c73d30293a6762bd7,1563190750,41.83580629084485,-123.09016179146515,0,
67,2019-06-08 20:34:06,6523869141724022,fraud_Lind-Buckridge,misc_pos,309.82,David,Brown,M,1352 Main St,Chicago,AZ,63861,33.30072944138858,-105.04906143878164,410834,Driver,1968-09-24,481c9cceeec41bf90ee1c60bb36dabd1,1560026046,33.40177692966741,-105.102390650174,0,
68,2019-03-02 17:30:30,6559831207763131,"fraud_Kutch, Hermiston and Farrell",misc_net,146.19,Sarah,Khan,M,6949 Main St,Houston,TX,87708,40.183340211359294,-111.684430731194,639847,Teacher,1960-10-19,2d3345a57338347e2364d3f76db99f1b,1551547830,40.17808629034631,-111.4651003907259,0,
69,2019-05-18 12:12:48,6726054296884417,fraud_Keeling-Crist,food_dining,4.65,Jeremy,Khan,F,4891 Main St,Houston,CA,52954,35.04826581938911,-104.21420164858196,758930,Nurse,1952-05-26,8a3ea647947ef4d54f03c4fb173ce3ee,1558181568,34.86378745729212,-104.11773754580943,0,
70,2019-06-02 15:29:35,3358972359984093,fraud_Keeling-Crist,grocery_pos,213.56,Jeremy,White,F,9838 Main St,Chicago,IL,64113,44.49905966647248,-101.92775831352608,436111,Developer,1973-04-28,d1d1c992d75638419643d395bd387dd2,1559489375,44.70283819429513,-102.36483732914819,0,
71,2019-04-27 22:46:58,6284262223211577,"fraud_Kutch, Hermiston and Farrell",gas_transport,838.39,Daniel,Khan,M,6787 Main St,Phoenix,AZ,71657,42.47620894555334,-87.37242960063554,566755,Teacher,1984-07-21,65220e265c5efecd90a9cb210403cb3a,1556405218,41.99587346985489,-86.9197885898412,1,12458.0
72,2019-08-19 06:56:16,8905079771421373,fraud_Lind-Buckridge,entertainment,317.92,Michael,Smith,F,5695 Main St,Los Angeles,AZ,50870,42.38625803423235,-119.75524824792049,160452,Driver,1966-06-14,b95f1722393e796dbaee928a3647ec20,1566197776,42.084139058564894,-119.6327947353308,0,10694.0
73,2019-07-21 02:30:16,4748277566165238,"fraud_Rippin, Kub and Mann",food_dining,294.28,David,Khan,F,6351 Main St,Houston,IL,18128,27.783865662828976,-113.17988696257157,863947,Teacher,1993-10-30,a725be5a409d2970ede4bbb3ea39b2a5,1563676216,27.298552517443067,-112.92321807373007,0,
74,2019-05-01 08:55:26,9191809415466628,fraud_Lind-Buckridge,shopping_pos,456.37,Jeremy,Gill,M,7655 Main St,Chicago,CA,54302,42.751094854032274,-96.56333463575787,678791,Developer,1967-07-28,c770b2fb1e4cbd13b5f0697fb82df37b,1556700926,42.77191501678553,-96.39055329471562,0,93517.0
75,2019-05-20 20:06:24,723162158663545,fraud_Lind-Buckridge,misc_pos,2972.22,Stephanie,Garcia,M,3827 Main St,Houston,IL,88368,46.02004712269161,-101.15892572629335,593291,Accountant,1998-05-20,98970e98dfc607ca941cc837c6d35837,1558382784,46.30573438892343,-100.82824638321334,1,63413.0
76,2019-04-22 04:16:47,4774299917796242,fraud_Lind-Buckridge,misc_pos,220.75,Tyler,Gill,M,4079 Main St,Phoenix,AZ,85445,40.478524453166514,-89.46670613217267,886756,Accountant,1995-06-13,a443259f72867eaef3a71fee642ec896,1555906607,40.29878843110457,-89.84766827781387,0,
77,2019-03-18 22:31:03,7574939225503758,"fraud_Rippin, Kub and Mann",grocery_pos,297.06,Jennifer,Singh,F,1594 Main St,Phoenix,NY,70368,36.39087199175482,-86.41413284169171,454444,Accountant,1952-09-09,7acc79149b1f893f1916b2e537dd23f2,1552948263,36.60517868308246,-86.09692445786773,0,84005.0
78,2019-01-04 14:51:27,7394825468969626,"fraud_Rippin, Kub and Mann",entertainment,297.83,Michael,Singh,M,3834 Main St,Houston,AZ,13299,45.125122877790346,-119.5076409158397,892962,Teacher,2003-08-12,16c39264f093774b83b5574e886157a4,1546613487,44.93135703999752,-119.11992695189986,0,
79,2019-04-15 15:19:29,4191357835632151,"fraud_Rippin, Kub and Mann",misc_net,319.98,Stephanie,White,F,8241 Main St,Chicago,NY,43806,46.50396474304273,-99.53746769706052,920793,Nurse,1991-06-19,552a320eeb5fe1f9652a68fed7e3c7ec,1555341569,46.292890539433756,-100.02297509454442,0,
80,2019-08-08 20:59:42,3343039657439939,"fraud_Kutch, Hermiston and Farrell",misc_net,435.59,Sarah,Patel,M,227 Main St,Houston,CA,30230,47.44713243657507,-68.27835726942777,858741,Manager,2001-04-21,bc4f81b6ff4d08ef5ea2d2df75d2e9b9,1565297982,47.38224003143544,-68.01178457051869,0,57602.0
81,2019-05-22 03:05:27,6272346228112161,"fraud_Kutch, Hermiston and Farrell",gas_transport,191.13,Michael,Singh,M,6186 Main St,Chicago,TX,13962,31.886106021329855,-99.3889227243568,343861,Driver,1952-10-12,f91414893c2deb3d56afa933b132ff42,1558494327,32.313625163442104,-99.83107723908445,0,
82,2019-08-19 08:47:38,1579246857900384,"fraud_Heller, Gutmann and Zieme",shopping_pos,429.98,Tyler,Khan,M,922 Main St,Phoenix,CA,30232,31.616772129819875,-68.11494487139349,600149,Accountant,1961-11-27,bad8fccc028c8f08155f86fd9a50df38,1566204458,31.252323684794312,-68.31991074669344,0,
83,2019-04-06 17:55:11,1001162740042237,fraud_Keeling-Crist,misc_net,6.5,Edward,Sanchez,M,2571 Main St,New York,AZ,27082,47.893149868758854,-103.4307230178128,341428,Teacher,1969-05-16,53210ca2e32cfd658b466848695bbeaf,1554573311,48.30421798648599,-103.67647056213487,0,
84,2019-07-23 08:41:08,2941489323549799,fraud_Keeling-Crist,misc_net,36.3,Michael,Banks,M,2251 Main St,New York,TX,41477,25.94169018343514,-88.12022744149881,725325,Developer,1956-02-06,3ac15cd852f002b1fca61da0de5cdc4e,1563871268,26.187612458361986,-88.51555741530233,0,15335.0
85,2019-03-03 12:03:29,348532345398319,"fraud_Rippin, Kub and Mann",entertainment,82.03,Sarah,Gill,F,2662 Main St,Phoenix,AZ,51713,39.72032147576747,-122.39432500756347,944335,Developer,1963-04-11,6d3952a3f9e810f3dc6a35ed7d0ca141,1551614609,39.246951065336155,-122.26966207275642,0,22381.0
86,2019-02-24 19:37:07,17345241964977,"fraud_Rippin, Kub and Mann",shopping_pos,458.87,Tyler,Gill,M,347 Main St,Phoenix,IL,29016,29.2786116534335,-89.80555966508348,606393,Engineer,1978-07-10,1539f9bba1e8d861dfacfc2e6e943c83,1551037027,28.89704382393375,-89.74319837872827,0,47182.0
